"danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","name","artist","popularity"
"0.269","0.315","11","-11.921","1","0.0341","0.612","0.0012","0.116","0.177","177.627","334667","3","Blurred Lines - Spotify Sessions","Robin Thicke","1"
"0.667","0.781","7","-6.883","1","0.0418","0.262","0.0000227","0.35","0.441","115.98","212000","4","No One's Gonna Love You - Live from Spotify Sweden","Band of Horses","56"
"0.747","0.575","7","-7.816","0","0.0645","0.843","0","0.95","0.865","117.832","223480","4","Boom Clap","Charli XCX","42"
"0.547","0.188","1","-10.676","1","0.036","0.929","0.0000012","0.714","0.192","135.657","239080","4","Only Love Can Hurt Like This - Live from London","Paloma Faith","43"
"0.476","0.589","4","-6.81","1","0.129","0.00417","0.00000754","0.825","0.171","183.832","201961","4","Fireflies - Live From Spotify NYC","Owl City","0"
"0.356","0.455","9","-4.878","1","0.0386","0.845","0","0.694","0.304","176.399","231587","4","Wicked Game (Live from Spotify London)","Wolf Alice","41"
"0.519","0.506","11","-9.982","1","0.0877","0.572","0","0.689","0.733","76.657","293507","4","Stadt ohne Meer - Live from Spotify Berlin","OK KID","31"
"0.508","0.28","9","-13.232","1","0.0453","0.156","0.00797","0.698","0.221","123.591","272448","4","Trumpets - Live From Spotify NYC","Jason Derulo","38"
"0.549","0.375","7","-12.467","1","0.0418","0.891","0.0000641","0.4","0.293","116.518","253440","4","Another Story - Live from Spotify Berlin","The Head and the Heart","25"
"0.558","0.439","0","-9.728","1","0.413","0.439","0","0.675","0.464","82","446360","4","Latch - Live From Bonnaroo 2014","Disclosure","3"
"0.351","0.468","5","-8.264","1","0.0339","0.504","0.0000459","0.853","0.057","81.739","310186","4","Lips Are Movin - Live from Spotify London","Meghan Trainor","37"
"0.344","0.663","3","-13.441","0","0.172","0.261","0.00167","0.94","0.137","121.946","411613","4","Gimme Something Good - Live at The Village","Ryan Adams","34"
"0.626","0.615","7","-6.202","1","0.331","0.349","0","0.932","0.857","139.686","195952","4","Gone Are The Days (Live from Spotify London)","HONNE","30"
"0.423","0.804","11","-3.443","0","0.034","0.107","0.417","0.101","0.486","95.351","229240","4","I Wanna Get Better - Live from Spotify NYC","Bleachers","29"
"0.729","0.563","9","-7.856","0","0.0418","0.0376","0.00206","0.246","0.356","112.145","246635","4","Yellow Eyes - Live from Spotify House SXSW '16","Rayland Baxter","21"
"0.619","0.519","4","-8.353","1","0.231","0.744","0","0.857","0.421","91.179","185395","4","Rise Up - Live from 11th Street Records","Andra Day","34"
"0.384","0.67","10","-7.475","1","0.0464","0.101","0.0302","0.221","0.624","81.036","252803","4","Baby du riechst - Live From Spotify Berlin","257ers","18"
"0.431","0.215","1","-8.966","1","0.0317","0.873","0.00000202","0.0947","0.161","116.932","246580","3","Kiss Me - Live from Spotify London","Olly Murs","30"
"0.661","0.593","4","-11.342","0","0.187","0.0195","0.00000226","0.929","0.34","88.017","221936","4","The Book Of Love - Spotify Recordings","Gavin James","47"
"0.498","0.498","9","-7.494","0","0.27","0.54","0","0.696","0.507","195.699","185067","4","Tilted - Live From Spotify London","Christine and the Queens","15"
"0.462","0.202","1","-11.576","1","0.0461","0.876","0.0000276","0.701","0.226","110.315","203950","3","Say Something - Live From Spotify UK","All Time Low","48"
"0.873","0.427","7","-9.129","1","0.0971","0.266","0.0000996","0.106","0.555","99.995","236325","4","Bible Belt - Live From Bush Hall","Dry the River","19"
"0.493","0.399","2","-6.673","1","0.0295","0.645","0","0.686","0.117","104.113","204250","4","This Woman's Work (Live from Spotify London)","Låpsley","37"
"0.341","0.313","1","-11.268","1","0.0275","0.69","0.00111","0.703","0.146","140.758","307680","4","Ein Apriltag am Elbstrand - Live at RBF 2015","Kenay","18"
"0.485","0.198","0","-9.753","0","0.0464","0.927","0.00000134","0.685","0.118","120.911","235349","4","Je veux - Live from Spotify Berlin","Zaz","1"
"0.612","0.572","0","-10.62","1","0.0641","0.335","0.00216","0.834","0.733","156.068","258973","4","Winterbreak - Live from Spotify House SXSW '16","MUNA","29"
"0.431","0.663","2","-6.788","0","0.202","0.0633","0","0.809","0.696","170.007","224853","4","OMG! - Live from Spotify Berlin","Marteria","21"
"0.404","0.699","2","-6.443","1","0.0389","0.068","0.0000047","0.69","0.371","96.708","314169","4","Confident - Live from Spotify NYC","Demi Lovato","2"
"0.674","0.755","2","-7.251","1","0.239","0.374","0","0.865","0.451","81.007","264320","4","Herz auf Beat - Live at RBF 2015","Nisse","20"
"0.608","0.498","10","-5.422","0","0.0343","0.0183","0.0000175","0.714","0.247","127.282","193473","4","Devil's Whisper - Live from Spotify NYC","Raury","24"
"0.506","0.652","5","-7.918","1","0.271","0.135","0.002","0.394","0.327","121.574","287773","4","Uptown Funk (Live from SXSW 2015)","Cam","29"
"0.719","0.742","9","-7.657","1","0.125","0.043","0.0000227","0.818","0.284","107.972","295907","4","Hotel California - Live from Spotify Berlin","Chilly Gonzales","0"
"0.856","0.627","2","-7.836","0","0.214","0.485","0","0.833","0.783","118.492","283440","4","Howl - Live From Spotify Berlin","Biffy Clyro","30"
"0.321","0.441","0","-16.075","0","0.305","0.941","0.803","0.903","0.157","85.517","240139","4","Gettin' Jiggy With It - Live","Maeckes","21"
"0.556","0.599","4","-9.15","1","0.03","0.0643","0","0.739","0.503","137.334","228213","4","One More Night - Live From Spotify London","Michael Kiwanuka","1"
"0.504","0.559","2","-10.577","0","0.615","0.464","0","0.716","0.407","146.167","235819","4","Lost In Japan - Recorded at Spotify Studios NYC","Shawn Mendes","68"
"0.582","0.677","6","-8.468","0","0.0339","0.142","0.00201","0.953","0.807","116.039","243750","4","Use Somebody - Recorded at Spotify Studios NYC","Shawn Mendes","66"
"0.438","0.508","7","-7.485","0","0.0649","0.716","0","0.057","0.541","101.698","214587","4","Loyal - Recorded at Metropolis Studios, London","Paloma Faith","43"
"0.366","0.519","5","-6.066","1","0.0331","0.35","0","0.145","0.308","124.632","176587","4","God is a woman - Recorded at Metropolis Studios, London","Paloma Faith","46"
"0.694","0.35","1","-8.732","0","0.0429","0.846","0","0.101","0.341","107.76","224938","4","I Like That - Recorded at Spotify Studios NYC","Janelle Monáe","54"
"0.58","0.511","3","-7.131","0","0.0391","0.478","0","0.0916","0.507","140.062","202845","4","High Tide or Low Tide - Recorded at Spotify Studios NYC","Janelle Monáe","48"
"0.522","0.527","0","-7.358","1","0.0631","0.285","0.00000218","0.184","0.426","130.323","180551","4","Good Together - Recorded At Revolution Studios, Toronto","James Barker Band","51"
"0.554","0.622","8","-8.916","0","0.0529","0.317","0.00159","0.282","0.345","89.971","256578","4","Never Be The Same - Recorded At Revolution Studios, Toronto","James Barker Band","55"
"0.676","0.788","0","-5.757","1","0.0994","0.0462","0","0.173","0.384","113.837","195053","4","One Rizla - Recorded at RAK Studios, London","Shame","40"
"0.613","0.518","2","-7.082","1","0.0359","0.131","0","0.0854","0.176","130.031","268840","4","Rock Lobster - Recorded at RAK Studios, London","Shame","44"
"0.358","0.915","11","-6.815","0","0.0912","0.0000151","0.0000247","0.2","0.368","128.941","219181","4","Seventeen - Recorded at Spotify Studios NYC","Welles","34"
"0.211","0.928","0","-7.596","1","0.0824","0.000146","0.0000963","0.39","0.293","100.666","174274","4","Lovesong - Recorded at Spotify Studios NYC","Welles","43"
"0.363","0.578","7","-10.019","1","0.0317","0.00134","0.0000246","0.0778","0.381","171.872","295650","4","Fuck They - Recorded at Spotify Studios NYC","Sofi Tukker","49"
"0.373","0.812","9","-5.719","0","0.0469","0.000286","0.0000296","0.249","0.399","146.302","251804","4","Cry For You - Recorded at Spotify Studios NYC","Sofi Tukker","52"
"0.845","0.791","1","-7.044","1","0.0561","0.175","0.000185","0.0948","0.706","123.965","153213","4","Get To You - Recorded at Sound Stage Studios, Nashville","Michael Ray","39"
"0.795","0.69","9","-9.272","1","0.0724","0.165","0.00000393","0.122","0.667","126.996","181955","4","Psycho - Recorded at Sound Stage Studios, Nashville","Michael Ray","48"
"0.363","0.559","8","-7.246","1","0.177","0.473","0.0000247","0.178","0.409","84.022","184743","4","Dead Boys - Recorded At RAK Studios, London","Sam Fender","43"
"0.545","0.59","3","-8.788","1","0.0388","0.653","0.0428","0.127","0.476","140.127","247313","4","Waiting For Love - Recorded At RAK Studios, London","Sam Fender","57"
"0.449","0.721","11","-5.395","1","0.0391","0.0383","0.00179","0.098","0.0909","162.267","213480","4","8 Letters - Recorded at Spotify Studios NYC","Why Don't We","57"
"0.333","0.691","6","-5.224","0","0.0428","0.0135","0.0000575","0.164","0.341","125.204","165000","4","Lucid Dreams - Recorded at Spotify Studios NYC","Why Don't We","63"
"0.707","0.138","4","-10.102","1","0.0429","0.82","0","0.135","0.591","84.924","194818","4","Till I Found You - Recorded at Sound Stage Studios Nashville","Phil Wickham","50"
"0.395","0.271","6","-9.753","0","0.038","0.912","0","0.104","0.609","81.857","165329","4","What a Wonderful World - Recorded at Sound Stage Studios Nashville","Phil Wickham","44"
"0.378","0.256","4","-8.899","1","0.0336","0.841","0","0.0854","0.359","123.828","222527","4","High Hopes - Recorded at Spotify Studios NYC","Panic! At The Disco","54"
"0.165","0.149","9","-11.498","1","0.0344","0.912","0.0000112","0.0839","0.111","81.315","221237","3","Hey Ya! - Recorded at Spotify Studios NYC","Panic! At The Disco","61"
"0.434","0.66","8","-6.152","1","0.0362","0.139","0","0.0851","0.587","80.504","167050","4","Nocturne - Recorded at Spotify Studios NYC","Blanco White","50"
"0.559","0.914","4","-6.869","0","0.0739","0.023","0","0.365","0.772","80.995","184417","4","We Know Who U R - Recorded at Spotify Studios NYC","Blanco White","46"
"0.323","0.159","4","-16.517","0","0.0332","0.94","0.00532","0.0892","0.156","135.68","292687","3","Big (feat. Timbuktu) - Recorded at Spotify Studios Stockholm","Lemaitre","50"
"0.351","0.293","5","-11.491","0","0.029","0.688","0.0101","0.111","0.211","146.868","222283","4","Feels Like We Only Go Backwards - Recorded at Spotify Studios Stockholm","Lemaitre","48"
"0.697","0.619","9","-7.142","1","0.05","0.00828","0","0.203","0.535","94.97","237023","4","Hurting - Recorded At AIR Studios, London","SG Lewis","43"
"0.642","0.686","11","-7.649","1","0.0288","0.00197","0","0.0995","0.325","76.002","199075","4","Paradise - Recorded At AIR Studios, London","SG Lewis","46"
"0.618","0.542","11","-7.249","0","0.0548","0.332","0.00144","0.0831","0.36","118.078","220371","4","Ups & Downs - Recorded at Spotify Studios NYC","KYLE","53"
"0.633","0.612","2","-9.103","1","0.101","0.182","0.239","0.138","0.0977","105.988","291931","4","Blood Under My Belt - Recorded at Spotify Studios NYC","KYLE","48"
"0.815","0.288","0","-12.607","0","0.399","0.799","0","0.104","0.421","125.605","287961","4","Tequila - Recorded at Sound Stage Studios Nashville","Dan + Shay","54"
"0.585","0.267","7","-13.118","0","0.0555","0.592","0","0.0827","0.273","152.929","370674","4","Million Reasons - Recorded at Sound Stage Studios Nashville","Dan + Shay","64"
"0.629","0.741","11","-6.598","1","0.0378","0.0398","0","0.361","0.517","89.994","174973","3","Symphony - Recorded at Spotify Studios NYC","Josh Groban","55"
"0.595","0.542","0","-6.443","1","0.0287","0.0322","0","0.106","0.217","130.05","194480","4","Bridge Over Troubled Water - Recorded at Spotify Studios NYC","Josh Groban","44"
"0.648","0.474","3","-7.175","0","0.0816","0.709","0.00000815","0.0914","0.464","77.098","212793","4","Why Her Not Me - Recorded At RAK Studios, London","Grace Carter","43"
"0.537","0.441","0","-8.814","1","0.0321","0.297","0.00239","0.117","0.196","77.02","300050","4","Wish I Didn't Miss You - Recorded At RAK Studios, London","Grace Carter","48"
"0.53","0.557","3","-5.298","0","0.0279","0.503","0.0000392","0.104","0.362","87.11","224017","4","Casanova - Recorded at Spotify Studios NYC","Rayland Baxter","38"
"0.632","0.276","9","-6.655","0","0.0283","0.731","0.00000117","0.367","0.261","104.083","204150","4","Strangers - Recorded at Spotify Studios NYC","Rayland Baxter","39"
"0.728","0.542","0","-8.331","1","0.0562","0.0853","0","0.504","0.67","121.995","238686","4","I Said Hi - Recorded at Spotify Studios NYC","Amy Shark","43"
"0.496","0.405","10","-11.128","1","0.051","0.676","0.00000499","0.169","0.369","127.417","212729","4","Teenage Dirtbag - Recorded at Spotify Studios NYC","Amy Shark","57"
"0.537","0.512","6","-8.66","1","0.317","0.463","0.0000012","0.0964","0.177","75.828","171172","4","I Have Met My Love Today - Recorded at RCA Studio A, Nashville","John Prine","40"
"0.478","0.481","4","-8.94","1","0.107","0.0653","0.0000602","0.234","0.346","183.869","246702","4","I Just Called to Say I Love You - Recorded at RCA Studio A, Nashville","John Prine","49"
"0.479","0.403","2","-12.394","1","0.0287","0.0211","0.0992","0.0762","0.917","158.231","149422","4","No Pasa Nada - Recorded at Panoram Studios, Mexico","Ha*Ash","62"
"0.477","0.297","3","-13.955","1","0.0328","0.664","0.000595","0.103","0.455","137.067","247102","4","Adiós Amor - Recorded at Panoram Studios, Mexico","Ha*Ash","69"
"0.564","0.534","0","-7.238","1","0.0382","0.738","0","0.112","0.437","135.889","197815","4","Remember - Recorded at Spotify Studios NYC","KATIE","43"
"0.505","0.438","6","-7.433","1","0.0299","0.656","0","0.118","0.205","90.146","202867","4","Beautiful Surprise - Recorded at Spotify Studios NYC","KATIE","49"
"0.602","0.478","11","-9.7","0","0.0665","0.515","0.0000108","0.0663","0.342","129.9","232334","4","Family Man - Recorded at Metropolis Studios, London","Lily Allen","54"
"0.437","0.13","4","-17.068","1","0.0417","0.93","0","0.14","0.27","141.478","159940","4","Mad World - Recorded at Metropolis Studios, London","Lily Allen","58"
"0.555","0.343","7","-5.241","0","0.028","0.849","0.00109","0.107","0.314","71.452","208947","4","Jumbo - Recorded at Spotify Studios NYC","Punch Brothers","40"
"0.585","0.211","6","-11.807","1","0.0358","0.943","0.0000167","0.0962","0.386","92.449","173680","4","Let It Happen - Recorded at Spotify Studios NYC","Punch Brothers","46"
"0.594","0.325","8","-10.919","0","0.185","0.828","0.0000797","0.11","0.388","182.63","215013","4","Hunger - Recorded At RAK Studios, London","Florence + The Machine","60"
"0.599","0.537","1","-8.211","0","0.035","0.692","0.000652","0.0534","0.504","127.234","210486","4","Cornflake Girl - Recorded At RAK Studios, London","Florence + The Machine","59"
"0.739","0.587","5","-5.94","1","0.0457","0.393","0.0000033","0.0855","0.232","115.885","214751","4","joy. - Recorded at Sound Stage Studios Nashville","for KING & COUNTRY","48"
"0.537","0.589","9","-6.174","0","0.0281","0.0177","0.0000142","0.361","0.339","131.272","281960","4","The Greatest Show - Recorded at Sound Stage Studios Nashville","for KING & COUNTRY","49"
"0.702","0.492","0","-7.133","0","0.0391","0.137","0.00000185","0.0963","0.481","120","234987","4","Wasting Time - Recorded at Spotify Studios NYC","Calpurnia","38"
"0.649","0.52","9","-7.513","0","0.0506","0.182","0","0.0524","0.331","146.973","237880","4","Say It Ain't So - Recorded at Spotify Studios NYC","Calpurnia","46"
"0.459","0.643","11","-9.614","1","0.0485","0.115","0.00181","0.302","0.778","81.827","145288","4","Kär i din kärlek (Recorded at Spotify Studios Stockholm)","Molly Sandén","41"
"0.365","0.526","4","-9.209","1","0.0464","0.107","0","0.128","0.198","165.621","243042","4","Ingen som jag (Recorded at Spotify Studios Stockholm)","Molly Sandén","35"
"0.665","0.496","10","-9.366","0","0.19","0.0627","0.00000663","0.342","0.596","183.971","203958","4","Four Out Of Five - Recorded at Electric Lady Studios, New York","Arctic Monkeys","60"
"0.497","0.399","6","-8.387","0","0.0549","0.168","0","0.16","0.227","108.748","179975","5","- - Recorded at Electric Lady Studios, New York","Arctic Monkeys","56"
"0.528","0.694","9","-7.956","0","0.0473","0.0334","0","0.324","0.783","130.006","274969","4","Doesn't Matter - Recorded at Spotify Studios NYC","Gallant","37"
"0.395","0.0377","0","-16.06","1","0.0396","0.969","0.0000132","0.128","0.243","82.977","145748","5","Put That On Everything - Recorded at Spotify Studios NYC","Gallant","40"
"0.607","0.492","9","-8.83","1","0.0367","0.0631","0","0.0638","0.351","131.123","210898","4","tonite - Recorded at Electric Lady Studios NYC","LCD Soundsystem","50"
"0.669","0.457","5","-9.789","0","0.0364","0.292","0","0.129","0.486","133.822","257124","4","home/i want your love - Recorded at Electric Lady Studios NYC","LCD Soundsystem","40"
"0.701","0.707","4","-7.716","0","0.0388","0.00555","0.0778","0.0416","0.837","131.323","344667","4","Short Court Style - Recorded At Spotify Studios NYC","Natalie Prass","27"
"0.57","0.919","2","-7.321","1","0.0366","0.00514","0.0561","0.0909","0.739","129.074","622000","4","Deja Vu - Recorded At Spotify Studios NYC","Natalie Prass","31"
"0.78","0.59","5","-8.521","0","0.0346","0.0294","0.00782","0.655","0.842","96.023","227783","4","Dear God - Recorded at Woodshed Recording Malibu","Hunter Hayes","44"
"0.753","0.587","1","-10.761","0","0.0844","0.687","0.0266","0.0935","0.628","80.994","283001","4","Attention - Recorded at Woodshed Recording Malibu","Hunter Hayes","45"
"0.601","0.551","8","-10.756","0","0.0799","0.108","0","0.221","0.319","119.824","182470","4","Gold Rush - Recorded at Spotify Studios NYC","Death Cab for Cutie","35"
"0.639","0.492","9","-13.2","0","0.121","0.278","0","0.111","0.473","119.925","207623","4","My Backwards Walk - Recorded at Spotify Studios NYC","Death Cab for Cutie","45"
"0.655","0.686","10","-9.384","1","0.0625","0.624","0.00416","0.308","0.795","80.441","248398","4","Hold Your Head Up High - Recorded at Spotify Studios NYC","Darlingside","49"
"0.483","0.317","0","-12.366","1","0.031","0.621","0.0048","0.0883","0.202","86.739","188196","4","Knights Of Cydonia - Recorded at Spotify Studios NYC","Darlingside","42"
"0.38","0.0738","6","-11.597","0","0.0311","0.897","0","0.102","0.178","62.322","214394","4","More Than You Know - Recorded at Metropolis Studios, London","Fenne Lily","53"
"0.214","0.349","11","-12.987","0","0.0323","0.8","0.212","0.0745","0.0651","130.291","277113","4","Unfucktheworld - Recorded at Metropolis Studios, London","Fenne Lily","40"
"0.45","0.243","6","-16.042","0","0.0317","0.773","0","0.102","0.352","130.797","220060","4","Loyal to Me - Recorded at Metropolis Studios, London","Nina Nesbitt","36"
"0.548","0.336","0","-13.613","1","0.0326","0.282","0","0.093","0.316","112.794","135193","3","Cry Me a River - Recorded at Metropolis Studios, London","Nina Nesbitt","59"
"0.794","0.262","1","-8.783","0","0.0435","0.699","0","0.081","0.556","101.853","207312","4","Uh Huh - Recorded at Metropolis Studios, London","Jade Bird","39"
"0.665","0.252","3","-8.407","0","0.0323","0.855","0","0.113","0.339","121.994","301145","4","Walk Like An Egyptian - Recorded at Metropolis Studios, London","Jade Bird","42"
"0.575","0.723","6","-6.619","0","0.0507","0.0596","0","0.125","0.465","124.252","129360","4","ABC 123 - Recorded at Spotify Studios NYC","Tune-Yards","33"
"0.611","0.658","9","-8.502","1","0.0404","0.00293","0.0118","0.372","0.489","110.768","143582","4","Sweet Dreams (Are Made of This) - Recorded at Spotify Studios NYC","Tune-Yards","44"
"0.601","0.584","1","-8.072","1","0.035","0.000539","0.000101","0.0867","0.076","132.11","259048","4","LET YOU BE RIGHT - Recorded at Sound Stage Studios Nashville","Meghan Trainor","40"
"0.724","0.474","1","-9.844","1","0.04","0.0678","0.000662","0.0773","0.0725","122.029","257589","4","Normal - Recorded at Sound Stage Studios Nashville","Meghan Trainor","46"
"0.569","0.543","0","-10.111","1","0.0706","0.384","0","0.485","0.483","103.262","181873","4","Turn - Recorded at RAK Studios, London","The Wombats","49"
"0.597","0.315","2","-11.414","0","0.0595","0.686","0","0.111","0.151","122.755","211880","4","Los Ageless - Recorded at RAK Studios, London","The Wombats","46"
"0.658","0.479","6","-11.189","1","0.0279","0.00485","0.00000725","0.105","0.241","102.012","207643","4","Mr. Tillman - Recorded at Spotify Studios NYC","Father John Misty","38"
"0.537","0.48","5","-9.936","0","0.0301","0.00381","0","0.0886","0.568","104.34","218993","4","Everything Is Free - Recorded at Spotify Studios NYC","Father John Misty","51"
"0.527","0.725","5","-6.321","0","0.0245","0.0095","0.00000391","0.137","0.273","93.008","198437","4","Charity - Recorded at Spotify Studios NYC","Courtney Barnett","32"
"0.522","0.0949","7","-13.483","1","0.0382","0.909","0.00000462","0.111","0.173","110.992","265687","4","Houses - Recorded at Spotify Studios NYC","Courtney Barnett","34"
"0.429","0.926","4","-5.276","1","0.0689","0.0319","0","0.179","0.41","140.847","241717","4","sex money feelings die - Recorded at Spotify Studios Stockholm","Lykke Li","47"
"0.487","0.614","11","-6.542","1","0.0337","0.177","0.00000127","0.117","0.454","132.404","254880","4","U Got It Bad - Recorded at Spotify Studios Stockholm","Lykke Li","56"
"0.689","0.244","8","-10.255","0","0.04","0.802","0.00133","0.0912","0.226","127.956","159497","4","Hotel Key - Recorded at Sound Stage Studios Nashville","Old Dominion","43"
"0.436","0.304","11","-12.41","0","0.0355","0.406","0.00184","0.0836","0.102","116.885","268208","4","Bad At Love - Recorded at Sound Stage Studios Nashville","Old Dominion","63"
"0.753","0.839","4","-5.369","1","0.0388","0.179","0","0.348","0.725","101.976","241456","4","Glory - Recorded At RAK Studios, London","Dermot Kennedy","52"
"0.767","0.677","5","-4.668","1","0.0332","0.292","0","0.292","0.591","119.954","181000","4","Heartless - Recorded At RAK Studios, London","Dermot Kennedy","65"
"0.515","0.58","11","-7.284","0","0.0514","0.0691","0","0.18","0.178","76.371","220098","4","Lie To Me - Recorded at Spotify Studios NYC","5 Seconds of Summer","60"
"0.444","0.535","9","-7.051","1","0.055","0.226","0","0.212","0.158","88.033","224148","4","Stay - Recorded at Spotify Studios NYC","5 Seconds of Summer","59"
"0.6","0.293","10","-9.841","1","0.0304","0.911","0","0.123","0.545","100.015","160524","5","Us - Recorded at Metropolis Studios, London","James Bay","51"
"0.338","0.399","0","-10.11","1","0.0378","0.287","0","0.323","0.327","169.742","190928","4","The Best - Recorded at Metropolis Studios, London","James Bay","51"
"0.549","0.515","11","-6.831","1","0.0287","0.0704","0.00000901","0.11","0.462","69.957","183093","4","Kanon und Gigue","Johann Pachelbel","45"
"0.636","0.598","3","-6.943","1","0.0247","0.0462","0.00000282","0.0854","0.379","103.977","261893","4","Passacaille en sol mineur","Francesco Corbetta","7"
"0.31","0.23","2","-18.279","1","0.0467","0.799","0.00375","0.0854","0.517","76.356","256840","4","Concerto a cinque No. 2, Op. 9: I. Allegro e no presto","Tomaso Albinoni","46"
"0.432","0.068","6","-26.262","0","0.0505","0.98","0.0861","0.107","0.229","89.088","157373","3","Sonate en Si Mineur, K. 27: Allegro","Domenico Scarlatti","42"
"0.334","0.265","1","-14.075","0","0.0462","0.822","0.772","0.0543","0.507","169.477","234347","4","Phaeton, Prologue - Le retour de l'Âge d'or: Ouverture","Jean-Baptiste Lully","43"
"0.228","0.321","10","-24.639","0","0.0318","0.91","0.894","0.13","0.719","105.522","256240","3","Messiah, HWV 56, Pt. 1: For unto Us a Child Is Born","George Frideric Handel","42"
"0.399","0.345","10","-12.114","1","0.0371","0.765","0.00655","0.337","0.373","127.679","202413","4","Cantata ""Christ lag in Todesbanden"", BWV 4: 2. Versus 2: Duetto (Soprano, Alto)","Johann Sebastian Bach","7"
"0.405","0.214","7","-17.717","1","0.0336","0.969","0.867","0.0964","0.32","102.324","244280","4","Sonata D major","Georg Muffat","6"
"0.108","0.0346","4","-21.271","0","0.044","0.992","0.00604","0.0993","0.0393","57.755","232000","4","Rameau: Nouvelles Suites de Pièces de Clavecin (1727), Suite in G Major, RCT 6: No. 3. Menuet I - Menuet II","Jean-Philippe Rameau","39"
"0.253","0.232","1","-13.413","1","0.0377","0.868","0.12","0.112","0.0702","109.4","772907","4","Gaudent in caelis","Asprilio Pacelli","39"
"0.318","0.328","5","-16.599","1","0.034","0.802","0.000855","0.124","0.752","116.916","229253","4","For Several Friends: Suite in G Major-minor: I. Fantazie","Matthew Locke","38"
"0.111","0.158","5","-20.18","1","0.0421","0.93","0.0156","0.128","0.0881","84.219","198267","3","Pieces de clavecin, Book 1: I. L'Aimable: Gracieux","Joseph-Nicolas-Pancrace Royer","38"
"0.435","0.134","5","-17.238","0","0.0401","0.884","0.728","0.103","0.352","108.739","96867","4","Dernière courente de Gautier","Denis Gaultier","38"
"0.278","0.207","6","-22.953","0","0.0316","0.782","0.803","0.125","0.377","97.755","374333","3","Partita for Violin Solo No.2 in D minor, BWV 1004: 5. Ciaccona","Johann Sebastian Bach","4"
"0.352","0.127","1","-22.782","0","0.0436","0.995","0.913","0.116","0.564","147.527","167000","4","Membra Jesu nostri, BuxWV 75, Cantata V ""Ad pectus"": II. Concerto I. Sicut modo geniti infantes","Dietrich Buxtehude","7"
"0.347","0.121","1","-18.741","1","0.0449","0.994","0.753","0.0665","0.348","110.145","784680","3","Concerto for Flute and Violin in E Minor, TWV 52:e3: I. No indication","Georg Philipp Telemann","41"
"0.221","0.152","0","-22.583","1","0.0486","0.936","0","0.17","0.0883","78.648","173520","3","Il quarto libro delle cantate, et arie: Lagrime tutte amare","Giovanni Felice Sances","37"
"0.474","0.276","10","-17.277","0","0.0388","0.899","0.0049","0.206","0.653","79.083","162427","4","Concerto for Flute, Strings, and Continuo in G: 1. Spiritoso","Giovanni Battista Pergolesi","25"
"0.392","0.0517","4","-17.191","0","0.0644","0.968","0","0.102","0.132","72.64","197349","4","Sonata for violoncello and basso continuo in G Major, WKO 147: III. Rondeau","Carl Friedrich Abel","37"
"0.597","0.175","2","-17.336","1","0.0597","0.975","0.799","0.553","0.86","111.796","250240","4","Concerto 5 in A Minor, Op. 7: I. Vivace","Jean-Marie Leclair","38"
"0.332","0.162","6","-18.148","1","0.0312","0.963","0.279","0.132","0.664","147.347","118933","4","Trio Sonata In C Major, RV 82: 2. Larghetto","Antonio Vivaldi","39"
"0.436","0.21","1","-16.959","0","0.0433","0.858","0.00285","0.322","0.534","125.61","331400","3","Sonata for Violin and Basso Continuo in G Major, TWV 41:G1: II. Allegro","Georg Philipp Telemann","40"
"0.518","0.0249","0","-28.022","0","0.0567","0.826","0.894","0.0637","0.155","58.699","208880","4","Nulla in mundo pax, RV 630: 1. Nulla in mundo pax","Antonio Vivaldi","5"
"0.487","0.35","6","-11.519","1","0.0347","0.852","0.00633","0.272","0.653","116.216","152120","4","Prothimia suavissima, Book 2: Sonata No. 11","Antonio Bertali","36"
"0.29","0.15","3","-14.909","1","0.0446","0.876","0.0028","0.168","0.1","97.598","407320","4","Endimione e Cintia: Aria ""Se geloso è il mio core""","Alessandro Scarlatti","36"
"0.311","0.204","7","-14.382","0","0.0355","0.837","0.00656","0.0989","0.179","104.41","511360","4","Trio Sonata No. 1 in A Minor: II. Fuga: Allegro","William Boyce","36"
"0.534","0.127","1","-20.562","1","0.0588","0.948","0.541","0.0957","0.346","110.117","181187","4","Prelude in F Major, BuxWV 145","Dietrich Buxtehude","35"
"0.432","0.0629","8","-24.219","0","0.0506","0.916","0.0000496","0.0865","0.653","81.276","96120","4","La Françoise: La Françoise: Sonade « gravement – gayement – rondement – gravement – vivement – air gracieusement, gayement","François Couperin","17"
"0.088","0.153","5","-18.988","1","0.0375","0.768","0.802","0.185","0.112","67.479","409640","4","Pavanne in F-sharp minor","Louis Couperin","35"
"0.286","0.221","2","-15.677","0","0.0354","0.874","0.467","0.123","0.203","112.612","389467","4","Harmonia artificioso-ariosa / Partia I: Sonata. Adagio - Presto - Adagio","Heinrich Ignaz Franz von Biber","4"
"0.247","0.132","4","-25.655","0","0.0338","0.891","0.852","0.0565","0.334","67.719","445867","3","O Solitude! Z.406a","Henry Purcell","37"
"0.298","0.188","1","-17.934","0","0.0376","0.853","0.319","0.0616","0.331","109.204","160000","4","Canzona undecima a due canti ""detta la plettenberger""","Girolamo Frescobaldi","35"
